descriptor,n_missing,n_total,missing_pct
ETA_eta_B,0,6112,0.0
AETA_eta_B,0,6112,0.0
ETA_eta_BR,0,6112,0.0
AETA_eta_BR,0,6112,0.0
ETA_dAlpha_A,0,6112,0.0
ETA_dAlpha_B,0,6112,0.0
ETA_epsilon_2,0,6112,0.0
GeomDiameter,0,6112,0.0
ETA_epsilon_3,0,6112,0.0
ETA_epsilon_4,0,6112,0.0
ETA_epsilon_5,0,6112,0.0
ETA_dEpsilon_A,0,6112,0.0
ETA_dEpsilon_B,0,6112,0.0
ETA_dEpsilon_C,0,6112,0.0
ETA_dEpsilon_D,0,6112,0.0
ETA_dBeta,0,6112,0.0
AETA_dBeta,0,6112,0.0
ETA_psi_1,0,6112,0.0
ETA_dPsi_A,0,6112,0.0
ETA_dPsi_B,0,6112,0.0
fragCpx,0,6112,0.0
ETA_eta_R,0,6112,0.0
AETA_eta_L,0,6112,0.0
ETA_eta_L,0,6112,0.0
AETA_eta,0,6112,0.0
nARing,0,6112,0.0
nG12aHRing,0,6112,0.0
n12aHRing,0,6112,0.0
n11aHRing,0,6112,0.0
n10aHRing,0,6112,0.0
n9aHRing,0,6112,0.0
n8aHRing,0,6112,0.0
n7aHRing,0,6112,0.0
n6aHRing,0,6112,0.0
n5aHRing,0,6112,0.0
n4aHRing,0,6112,0.0
n3aHRing,0,6112,0.0
naHRing,0,6112,0.0
ECIndex,0,6112,0.0
ETA_alpha,0,6112,0.0
AETA_alpha,0,6112,0.0
ETA_shape_p,0,6112,0.0
ETA_shape_y,0,6112,0.0
ETA_shape_x,0,6112,0.0
ETA_beta,0,6112,0.0
AETA_beta,0,6112,0.0
ETA_beta_s,0,6112,0.0
AETA_beta_s,0,6112,0.0
AETA_beta_ns,0,6112,0.0
ETA_beta_ns_d,0,6112,0.0
AETA_beta_ns_d,0,6112,0.0
ETA_eta,0,6112,0.0
fMF,0,6112,0.0
GeomRadius,0,6112,0.0
Kier3,0,6112,0.0
MIC2,0,6112,0.0
BIC4,0,6112,0.0
BIC5,0,6112,0.0
CIC0,0,6112,0.0
CIC1,0,6112,0.0
n11aRing,0,6112,0.0
n10aRing,0,6112,0.0
CIC2,0,6112,0.0
CIC3,0,6112,0.0
CIC4,0,6112,0.0
CIC5,0,6112,0.0
MIC0,0,6112,0.0
n9aRing,0,6112,0.0
MIC1,0,6112,0.0
MIC3,0,6112,0.0
GeomShapeIndex,0,6112,0.0
MIC4,0,6112,0.0
MIC5,0,6112,0.0
n8aRing,0,6112,0.0
ZMIC0,0,6112,0.0
ZMIC1,0,6112,0.0
ZMIC2,0,6112,0.0
ZMIC3,0,6112,0.0
ZMIC4,0,6112,0.0
n7aRing,0,6112,0.0
n6aRing,0,6112,0.0
ZMIC5,0,6112,0.0
Kier1,0,6112,0.0
Kier2,0,6112,0.0
BIC3,0,6112,0.0
n12aRing,0,6112,0.0
nG12aRing,0,6112,0.0
BIC2,0,6112,0.0
GeomPetitjeanIndex,0,6112,0.0
GRAV,0,6112,0.0
GRAVH,0,6112,0.0
GRAVp,0,6112,0.0
GRAVHp,0,6112,0.0
nHBAcc,0,6112,0.0
nHBDon,0,6112,0.0
IC0,0,6112,0.0
IC1,0,6112,0.0
IC2,0,6112,0.0
IC3,0,6112,0.0
IC4,0,6112,0.0
IC5,0,6112,0.0
TIC0,0,6112,0.0
TIC1,0,6112,0.0
TIC2,0,6112,0.0
TIC3,0,6112,0.0
TIC4,0,6112,0.0
TIC5,0,6112,0.0
SIC0,0,6112,0.0
SIC1,0,6112,0.0
SIC2,0,6112,0.0
SIC3,0,6112,0.0
SIC4,0,6112,0.0
SIC5,0,6112,0.0
BIC0,0,6112,0.0
BIC1,0,6112,0.0
NsssssAs,0,6112,0.0
Unnamed_0,0,6112,0.0
NsssAs,0,6112,0.0
MATS2se,0,6112,0.0
ATSC3are,0,6112,0.0
ATSC2are,0,6112,0.0
ATSC1are,0,6112,0.0
ATSC0are,0,6112,0.0
ATSC8pe,0,6112,0.0
ATSC7pe,0,6112,0.0
ATSC6pe,0,6112,0.0
ATSC5pe,0,6112,0.0
ATSC4pe,0,6112,0.0
ATSC3pe,0,6112,0.0
ATSC2pe,0,6112,0.0
ATSC1pe,0,6112,0.0
ATSC0pe,0,6112,0.0
ATSC8se,0,6112,0.0
ATSC7se,0,6112,0.0
ATSC6se,0,6112,0.0
ATSC5se,0,6112,0.0
ATSC4se,0,6112,0.0
ATSC3se,0,6112,0.0
ATSC2se,0,6112,0.0
ATSC1se,0,6112,0.0
ATSC0se,0,6112,0.0
ATSC8v,0,6112,0.0
ATSC4are,0,6112,0.0
ATSC5are,0,6112,0.0
ATSC6are,0,6112,0.0
ATSC1i,0,6112,0.0
AATSC2c,0,6112,0.0
AATSC1c,0,6112,0.0
AATSC0c,0,6112,0.0
ATSC8i,0,6112,0.0
ATSC7i,0,6112,0.0
ATSC6i,0,6112,0.0
ATSC5i,0,6112,0.0
ATSC4i,0,6112,0.0
ATSC3i,0,6112,0.0
ATSC2i,0,6112,0.0
ATSC0i,0,6112,0.0
ATSC7are,0,6112,0.0
ATSC8p,0,6112,0.0
ATSC7p,0,6112,0.0
ATSC6p,0,6112,0.0
ATSC5p,0,6112,0.0
ATSC4p,0,6112,0.0
ATSC3p,0,6112,0.0
ATSC2p,0,6112,0.0
ATSC1p,0,6112,0.0
ATSC0p,0,6112,0.0
ATSC8are,0,6112,0.0
ATSC7v,0,6112,0.0
ATSC6v,0,6112,0.0
ATSC5v,0,6112,0.0
ATSC3d,0,6112,0.0
ATSC4s,0,6112,0.0
ATSC3s,0,6112,0.0
ATSC2s,0,6112,0.0
ATSC1s,0,6112,0.0
ATSC0s,0,6112,0.0
ATSC8d,0,6112,0.0
ATSC7d,0,6112,0.0
ATSC6d,0,6112,0.0
ATSC5d,0,6112,0.0
ATSC4d,0,6112,0.0
ATSC2d,0,6112,0.0
ATSC6s,0,6112,0.0
ATSC1d,0,6112,0.0
ATSC0d,0,6112,0.0
ATSC8dv,0,6112,0.0
ATSC7dv,0,6112,0.0
ATSC6dv,0,6112,0.0
ATSC5dv,0,6112,0.0
ATSC4dv,0,6112,0.0
ATSC3dv,0,6112,0.0
ATSC2dv,0,6112,0.0
ATSC1dv,0,6112,0.0
ATSC5s,0,6112,0.0
ATSC7s,0,6112,0.0
ATSC4v,0,6112,0.0
ATSC2m,0,6112,0.0
ATSC3v,0,6112,0.0
ATSC2v,0,6112,0.0
ATSC1v,0,6112,0.0
ATSC0v,0,6112,0.0
ATSC8m,0,6112,0.0
ATSC7m,0,6112,0.0
ATSC6m,0,6112,0.0
ATSC5m,0,6112,0.0
ATSC4m,0,6112,0.0
ATSC3m,0,6112,0.0
ATSC1m,0,6112,0.0
ATSC8s,0,6112,0.0
ATSC0m,0,6112,0.0
ATSC8Z,0,6112,0.0
ATSC7Z,0,6112,0.0
ATSC6Z,0,6112,0.0
ATSC5Z,0,6112,0.0
ATSC4Z,0,6112,0.0
ATSC3Z,0,6112,0.0
ATSC2Z,0,6112,0.0
ATSC1Z,0,6112,0.0
ATSC0Z,0,6112,0.0
AATSC3c,0,6112,0.0
AATSC4c,0,6112,0.0
AATSC5c,0,6112,0.0
AATSC4i,0,6112,0.0
MATS4dv,0,6112,0.0
MATS3dv,0,6112,0.0
MATS2dv,0,6112,0.0
MATS1dv,0,6112,0.0
MATS5c,0,6112,0.0
MATS4c,0,6112,0.0
MATS3c,0,6112,0.0
MATS2c,0,6112,0.0
MATS1c,0,6112,0.0
AATSC5i,0,6112,0.0
AATSC3i,0,6112,0.0
MATS1d,0,6112,0.0
AATSC2i,0,6112,0.0
AATSC1i,0,6112,0.0
AATSC0i,0,6112,0.0
AATSC5p,0,6112,0.0
AATSC4p,0,6112,0.0
AATSC3p,0,6112,0.0
AATSC2p,0,6112,0.0
AATSC1p,0,6112,0.0
AATSC0p,0,6112,0.0
AATSC5are,0,6112,0.0
MATS5dv,0,6112,0.0
MATS2d,0,6112,0.0
AATSC3are,0,6112,0.0
MATS5Z,0,6112,0.0
MATS5v,0,6112,0.0
MATS4v,0,6112,0.0
MATS3v,0,6112,0.0
MATS2v,0,6112,0.0
MATS1v,0,6112,0.0
MATS5m,0,6112,0.0
MATS4m,0,6112,0.0
MATS3m,0,6112,0.0
MATS2m,0,6112,0.0
MATS1m,0,6112,0.0
MATS4Z,0,6112,0.0
MATS3d,0,6112,0.0
MATS3Z,0,6112,0.0
MATS2Z,0,6112,0.0
MATS1Z,0,6112,0.0
MATS5s,0,6112,0.0
MATS4s,0,6112,0.0
MATS3s,0,6112,0.0
MATS2s,0,6112,0.0
MATS1s,0,6112,0.0
MATS5d,0,6112,0.0
MATS4d,0,6112,0.0
AATSC4are,0,6112,0.0
AATSC2are,0,6112,0.0
AATSC0dv,0,6112,0.0
AATSC0s,0,6112,0.0
AATSC4Z,0,6112,0.0
AATSC3Z,0,6112,0.0
AATSC2Z,0,6112,0.0
AATSC1Z,0,6112,0.0
AATSC0Z,0,6112,0.0
AATSC5s,0,6112,0.0
AATSC4s,0,6112,0.0
AATSC3s,0,6112,0.0
AATSC2s,0,6112,0.0
AATSC1s,0,6112,0.0
AATSC5d,0,6112,0.0
AATSC0m,0,6112,0.0
AATSC4d,0,6112,0.0
AATSC3d,0,6112,0.0
AATSC2d,0,6112,0.0
AATSC1d,0,6112,0.0
AATSC0d,0,6112,0.0
AATSC5dv,0,6112,0.0
AATSC4dv,0,6112,0.0
AATSC3dv,0,6112,0.0
AATSC2dv,0,6112,0.0
AATSC1dv,0,6112,0.0
AATSC5Z,0,6112,0.0
AATSC1m,0,6112,0.0
AATSC1are,0,6112,0.0
AATSC2se,0,6112,0.0
AATSC0are,0,6112,0.0
AATSC5pe,0,6112,0.0
AATSC4pe,0,6112,0.0
AATSC3pe,0,6112,0.0
AATSC2pe,0,6112,0.0
AATSC1pe,0,6112,0.0
AATSC0pe,0,6112,0.0
AATSC5se,0,6112,0.0
AATSC4se,0,6112,0.0
AATSC3se,0,6112,0.0
AATSC1se,0,6112,0.0
AATSC2m,0,6112,0.0
AATSC0se,0,6112,0.0
AATSC5v,0,6112,0.0
AATSC4v,0,6112,0.0
AATSC3v,0,6112,0.0
AATSC2v,0,6112,0.0
AATSC1v,0,6112,0.0
AATSC0v,0,6112,0.0
AATSC5m,0,6112,0.0
AATSC4m,0,6112,0.0
AATSC3m,0,6112,0.0
ATSC0dv,0,6112,0.0
ATSC8c,0,6112,0.0
ATSC7c,0,6112,0.0
ATS3Z,0,6112,0.0
ATS4m,0,6112,0.0
ATS3m,0,6112,0.0
ATS2m,0,6112,0.0
ATS1m,0,6112,0.0
ATS0m,0,6112,0.0
ATS8Z,0,6112,0.0
ATS7Z,0,6112,0.0
ATS6Z,0,6112,0.0
ATS5Z,0,6112,0.0
ATS4Z,0,6112,0.0
ATS2Z,0,6112,0.0
ATS6m,0,6112,0.0
ATS1Z,0,6112,0.0
ATS0Z,0,6112,0.0
ATS8s,0,6112,0.0
ATS7s,0,6112,0.0
ATS6s,0,6112,0.0
ATS5s,0,6112,0.0
ATS4s,0,6112,0.0
ATS3s,0,6112,0.0
ATS2s,0,6112,0.0
ATS1s,0,6112,0.0
ATS5m,0,6112,0.0
ATS7m,0,6112,0.0
ATS8d,0,6112,0.0
ATS2se,0,6112,0.0
ATS3pe,0,6112,0.0
ATS2pe,0,6112,0.0
ATS1pe,0,6112,0.0
ATS0pe,0,6112,0.0
ATS8se,0,6112,0.0
ATS7se,0,6112,0.0
ATS6se,0,6112,0.0
ATS5se,0,6112,0.0
ATS4se,0,6112,0.0
ATS3se,0,6112,0.0
ATS1se,0,6112,0.0
ATS8m,0,6112,0.0
ATS0se,0,6112,0.0
ATS8v,0,6112,0.0
ATS7v,0,6112,0.0
ATS6v,0,6112,0.0
ATS5v,0,6112,0.0
ATS4v,0,6112,0.0
ATS3v,0,6112,0.0
ATS2v,0,6112,0.0
ATS1v,0,6112,0.0
ATS0v,0,6112,0.0
ATS0s,0,6112,0.0
ATS7d,0,6112,0.0
ATS5pe,0,6112,0.0
VR1_A,0,6112,0.0
nH,0,6112,0.0
nHetero,0,6112,0.0
nBridgehead,0,6112,0.0
nSpiro,0,6112,0.0
nHeavyAtom,0,6112,0.0
nAtom,0,6112,0.0
nAromBond,0,6112,0.0
nAromAtom,0,6112,0.0
VR3_A,0,6112,0.0
VR2_A,0,6112,0.0
VE3_A,0,6112,0.0
nC,0,6112,0.0
VE2_A,0,6112,0.0
VE1_A,0,6112,0.0
LogEE_A,0,6112,0.0
SpMAD_A,0,6112,0.0
SpAD_A,0,6112,0.0
SpDiam_A,0,6112,0.0
SpMax_A,0,6112,0.0
SpAbs_A,0,6112,0.0
nBase,0,6112,0.0
nAcid,0,6112,0.0
nB,0,6112,0.0
nN,0,6112,0.0
ATS6d,0,6112,0.0
ATS4dv,0,6112,0.0
ATS5d,0,6112,0.0
ATS4d,0,6112,0.0
ATS3d,0,6112,0.0
ATS2d,0,6112,0.0
ATS1d,0,6112,0.0
ATS0d,0,6112,0.0
ATS8dv,0,6112,0.0
ATS7dv,0,6112,0.0
ATS6dv,0,6112,0.0
ATS5dv,0,6112,0.0
ATS3dv,0,6112,0.0
nO,0,6112,0.0
ATS2dv,0,6112,0.0
ATS1dv,0,6112,0.0
ATS0dv,0,6112,0.0
nX,0,6112,0.0
nI,0,6112,0.0
nBr,0,6112,0.0
nCl,0,6112,0.0
nF,0,6112,0.0
nP,0,6112,0.0
nS,0,6112,0.0
ATS4pe,0,6112,0.0
ATS6pe,0,6112,0.0
ATSC6c,0,6112,0.0
AATS5v,0,6112,0.0
AATS3pe,0,6112,0.0
AATS2pe,0,6112,0.0
AATS1pe,0,6112,0.0
AATS0pe,0,6112,0.0
AATS5se,0,6112,0.0
AATS4se,0,6112,0.0
AATS3se,0,6112,0.0
AATS2se,0,6112,0.0
AATS1se,0,6112,0.0
AATS0se,0,6112,0.0
AATS4v,0,6112,0.0
AATS5pe,0,6112,0.0
AATS3v,0,6112,0.0
AATS2v,0,6112,0.0
AATS1v,0,6112,0.0
AATS0v,0,6112,0.0
AATS5m,0,6112,0.0
AATS4m,0,6112,0.0
AATS3m,0,6112,0.0
AATS2m,0,6112,0.0
AATS1m,0,6112,0.0
AATS0m,0,6112,0.0
AATS4pe,0,6112,0.0
AATS0are,0,6112,0.0
AATS4Z,0,6112,0.0
AATS1i,0,6112,0.0
ATSC5c,0,6112,0.0
ATSC4c,0,6112,0.0
ATSC3c,0,6112,0.0
ATSC2c,0,6112,0.0
ATSC1c,0,6112,0.0
ATSC0c,0,6112,0.0
AATS5i,0,6112,0.0
AATS4i,0,6112,0.0
AATS3i,0,6112,0.0
AATS2i,0,6112,0.0
AATS0i,0,6112,0.0
AATS1are,0,6112,0.0
AATS5p,0,6112,0.0
AATS4p,0,6112,0.0
AATS3p,0,6112,0.0
AATS2p,0,6112,0.0
AATS1p,0,6112,0.0
AATS0p,0,6112,0.0
AATS5are,0,6112,0.0
AATS4are,0,6112,0.0
AATS3are,0,6112,0.0
AATS2are,0,6112,0.0
AATS5Z,0,6112,0.0
AATS3Z,0,6112,0.0
ATS7pe,0,6112,0.0
ATS1p,0,6112,0.0
ATS2i,0,6112,0.0
ATS1i,0,6112,0.0
ATS0i,0,6112,0.0
ATS8p,0,6112,0.0
ATS7p,0,6112,0.0
ATS6p,0,6112,0.0
ATS5p,0,6112,0.0
ATS4p,0,6112,0.0
ATS3p,0,6112,0.0
ATS2p,0,6112,0.0
ATS0p,0,6112,0.0
ATS4i,0,6112,0.0
ATS8are,0,6112,0.0
ATS7are,0,6112,0.0
ATS6are,0,6112,0.0
ATS5are,0,6112,0.0
ATS4are,0,6112,0.0
ATS3are,0,6112,0.0
ATS2are,0,6112,0.0
ATS1are,0,6112,0.0
ATS0are,0,6112,0.0
ATS8pe,0,6112,0.0
ATS3i,0,6112,0.0
ATS5i,0,6112,0.0
AATS2Z,0,6112,0.0
AATS3d,0,6112,0.0
AATS1Z,0,6112,0.0
AATS0Z,0,6112,0.0
AATS5s,0,6112,0.0
AATS4s,0,6112,0.0
AATS3s,0,6112,0.0
AATS2s,0,6112,0.0
AATS1s,0,6112,0.0
AATS0s,0,6112,0.0
AATS5d,0,6112,0.0
AATS4d,0,6112,0.0
AATS2d,0,6112,0.0
ATS6i,0,6112,0.0
AATS1d,0,6112,0.0
AATS0d,0,6112,0.0
AATS5dv,0,6112,0.0
AATS4dv,0,6112,0.0
AATS3dv,0,6112,0.0
AATS2dv,0,6112,0.0
AATS1dv,0,6112,0.0
AATS0dv,0,6112,0.0
ATS8i,0,6112,0.0
ATS7i,0,6112,0.0
MATS1se,0,6112,0.0
MATS3se,0,6112,0.0
NssAsH,0,6112,0.0
MATS4se,0,6112,0.0
Xch_6dv,0,6112,0.0
Xch_5dv,0,6112,0.0
Xch_4dv,0,6112,0.0
Xch_3dv,0,6112,0.0
Xch_7d,0,6112,0.0
Xch_6d,0,6112,0.0
Xch_5d,0,6112,0.0
Xch_4d,0,6112,0.0
Xch_3d,0,6112,0.0
FCSP3,0,6112,0.0
HybRatio,0,6112,0.0
C4SP3,0,6112,0.0
C3SP3,0,6112,0.0
C2SP3,0,6112,0.0
C1SP3,0,6112,0.0
C3SP2,0,6112,0.0
C2SP2,0,6112,0.0
C1SP2,0,6112,0.0
C2SP1,0,6112,0.0
C1SP1,0,6112,0.0
RPSA,0,6112,0.0
RASA,0,6112,0.0
TPSA,0,6112,0.0
Xch_7dv,0,6112,0.0
Xc_3d,0,6112,0.0
Xc_4d,0,6112,0.0
Xp_0d,0,6112,0.0
AXp_2d,0,6112,0.0
AXp_1d,0,6112,0.0
AXp_0d,0,6112,0.0
Xp_7d,0,6112,0.0
Xp_6d,0,6112,0.0
Xp_5d,0,6112,0.0
Xp_4d,0,6112,0.0
Xp_3d,0,6112,0.0
Xp_2d,0,6112,0.0
Xp_1d,0,6112,0.0
Xpc_6dv,0,6112,0.0
Xc_5d,0,6112,0.0
Xpc_5dv,0,6112,0.0
Xpc_4dv,0,6112,0.0
Xpc_6d,0,6112,0.0
Xpc_5d,0,6112,0.0
Xpc_4d,0,6112,0.0
Xc_6dv,0,6112,0.0
Xc_5dv,0,6112,0.0
Xc_4dv,0,6112,0.0
Xc_3dv,0,6112,0.0
Xc_6d,0,6112,0.0
TASA,0,6112,0.0
RPCS,0,6112,0.0
RNCS,0,6112,0.0
nBondsKD,0,6112,0.0
PPSA5,0,6112,0.0
PPSA4,0,6112,0.0
PPSA3,0,6112,0.0
PPSA2,0,6112,0.0
PPSA1,0,6112,0.0
PNSA5,0,6112,0.0
PNSA4,0,6112,0.0
PNSA3,0,6112,0.0
PNSA2,0,6112,0.0
PNSA1,0,6112,0.0
nBondsKS,0,6112,0.0
DPSA2,0,6112,0.0
nBondsM,0,6112,0.0
nBondsA,0,6112,0.0
nBondsT,0,6112,0.0
nBondsD,0,6112,0.0
nBondsS,0,6112,0.0
nBondsO,0,6112,0.0
nBonds,0,6112,0.0
BertzCT,0,6112,0.0
VR3_Dzi,0,6112,0.0
VR2_Dzi,0,6112,0.0
DPSA1,0,6112,0.0
DPSA3,0,6112,0.0
RPCG,0,6112,0.0
WNSA1,0,6112,0.0
RNCG,0,6112,0.0
WPSA5,0,6112,0.0
WPSA4,0,6112,0.0
WPSA3,0,6112,0.0
WPSA2,0,6112,0.0
WPSA1,0,6112,0.0
WNSA5,0,6112,0.0
WNSA4,0,6112,0.0
WNSA3,0,6112,0.0
WNSA2,0,6112,0.0
FPSA5,0,6112,0.0
DPSA4,0,6112,0.0
FPSA4,0,6112,0.0
FPSA3,0,6112,0.0
FPSA2,0,6112,0.0
FPSA1,0,6112,0.0
FNSA5,0,6112,0.0
FNSA4,0,6112,0.0
FNSA3,0,6112,0.0
FNSA2,0,6112,0.0
FNSA1,0,6112,0.0
DPSA5,0,6112,0.0
AXp_3d,0,6112,0.0
AXp_4d,0,6112,0.0
AXp_5d,0,6112,0.0
NdNH,0,6112,0.0
NssssN,0,6112,0.0
NaasN,0,6112,0.0
NddsN,0,6112,0.0
NsssN,0,6112,0.0
NaaN,0,6112,0.0
NdsN,0,6112,0.0
NsssNH,0,6112,0.0
NtN,0,6112,0.0
NaaNH,0,6112,0.0
NssNH,0,6112,0.0
NssNH2,0,6112,0.0
NdO,0,6112,0.0
NsNH2,0,6112,0.0
NsNH3,0,6112,0.0
NssssC,0,6112,0.0
NaaaC,0,6112,0.0
NaasC,0,6112,0.0
NdssC,0,6112,0.0
NtsC,0,6112,0.0
NddC,0,6112,0.0
NsssCH,0,6112,0.0
NaaCH,0,6112,0.0
NsOH,0,6112,0.0
NssO,0,6112,0.0
NtCH,0,6112,0.0
NdS,0,6112,0.0
NsAsH2,0,6112,0.0
NssssGe,0,6112,0.0
NsssGeH,0,6112,0.0
NssGeH2,0,6112,0.0
NsGeH3,0,6112,0.0
NsCl,0,6112,0.0
NddssS,0,6112,0.0
NdssS,0,6112,0.0
NaaS,0,6112,0.0
NssS,0,6112,0.0
NsSH,0,6112,0.0
NaaO,0,6112,0.0
NsssssP,0,6112,0.0
NdsssP,0,6112,0.0
NsssP,0,6112,0.0
NssPH,0,6112,0.0
NsPH2,0,6112,0.0
NssssSi,0,6112,0.0
NsssSiH,0,6112,0.0
NssSiH2,0,6112,0.0
NsSiH3,0,6112,0.0
NsF,0,6112,0.0
NdsCH,0,6112,0.0
NssCH2,0,6112,0.0
Xp_0dv,0,6112,0.0
AXp_4dv,0,6112,0.0
MZ,0,6112,0.0
Si,0,6112,0.0
Sp,0,6112,0.0
Sare,0,6112,0.0
Spe,0,6112,0.0
Sse,0,6112,0.0
Sv,0,6112,0.0
Sm,0,6112,0.0
SZ,0,6112,0.0
AXp_5dv,0,6112,0.0
AXp_3dv,0,6112,0.0
Mv,0,6112,0.0
AXp_2dv,0,6112,0.0
AXp_1dv,0,6112,0.0
AXp_0dv,0,6112,0.0
Xp_7dv,0,6112,0.0
Xp_6dv,0,6112,0.0
Xp_5dv,0,6112,0.0
Xp_4dv,0,6112,0.0
Xp_3dv,0,6112,0.0
Xp_2dv,0,6112,0.0
Xp_1dv,0,6112,0.0
Mm,0,6112,0.0
Mse,0,6112,0.0
NdCH2,0,6112,0.0
VE3_D,0,6112,0.0
NsCH3,0,6112,0.0
NssssB,0,6112,0.0
NsssB,0,6112,0.0
NssBH,0,6112,0.0
NssssBe,0,6112,0.0
NssBe,0,6112,0.0
NsLi,0,6112,0.0
VR3_D,0,6112,0.0
VR2_D,0,6112,0.0
VR1_D,0,6112,0.0
VE2_D,0,6112,0.0
Mpe,0,6112,0.0
VE1_D,0,6112,0.0
LogEE_D,0,6112,0.0
SpMAD_D,0,6112,0.0
SpAD_D,0,6112,0.0
SpDiam_D,0,6112,0.0
SpMax_D,0,6112,0.0
SpAbs_D,0,6112,0.0
Mi,0,6112,0.0
Mp,0,6112,0.0
Mare,0,6112,0.0
VR1_Dzi,0,6112,0.0
VE3_Dzi,0,6112,0.0
VE2_Dzi,0,6112,0.0
GATS3pe,0,6112,0.0
GATS3p,0,6112,0.0
GATS2p,0,6112,0.0
GATS1p,0,6112,0.0
GATS5are,0,6112,0.0
GATS4are,0,6112,0.0
GATS3are,0,6112,0.0
GATS2are,0,6112,0.0
GATS1are,0,6112,0.0
GATS5pe,0,6112,0.0
GATS4pe,0,6112,0.0
GATS2pe,0,6112,0.0
GATS5p,0,6112,0.0
GATS1pe,0,6112,0.0
GATS5se,0,6112,0.0
GATS4se,0,6112,0.0
GATS3se,0,6112,0.0
GATS2se,0,6112,0.0
GATS1se,0,6112,0.0
GATS5v,0,6112,0.0
GATS4v,0,6112,0.0
GATS3v,0,6112,0.0
GATS2v,0,6112,0.0
GATS4p,0,6112,0.0
GATS1i,0,6112,0.0
GATS5m,0,6112,0.0
BCUTZ_1h,0,6112,0.0
BCUTare_1h,0,6112,0.0
BCUTpe_1l,0,6112,0.0
BCUTpe_1h,0,6112,0.0
BCUTse_1l,0,6112,0.0
BCUTse_1h,0,6112,0.0
BCUTv_1l,0,6112,0.0
BCUTv_1h,0,6112,0.0
BCUTm_1l,0,6112,0.0
BCUTm_1h,0,6112,0.0
BCUTZ_1l,0,6112,0.0
BCUTs_1l,0,6112,0.0
GATS2i,0,6112,0.0
BCUTs_1h,0,6112,0.0
BCUTd_1l,0,6112,0.0
BCUTd_1h,0,6112,0.0
BCUTdv_1l,0,6112,0.0
BCUTdv_1h,0,6112,0.0
BCUTc_1l,0,6112,0.0
BCUTc_1h,0,6112,0.0
GATS5i,0,6112,0.0
GATS4i,0,6112,0.0
GATS3i,0,6112,0.0
GATS1v,0,6112,0.0
GATS4m,0,6112,0.0
BCUTp_1h,0,6112,0.0
MATS1p,0,6112,0.0
GATS1c,0,6112,0.0
MATS5i,0,6112,0.0
MATS4i,0,6112,0.0
MATS3i,0,6112,0.0
MATS2i,0,6112,0.0
MATS1i,0,6112,0.0
MATS5p,0,6112,0.0
MATS4p,0,6112,0.0
MATS3p,0,6112,0.0
MATS2p,0,6112,0.0
MATS5are,0,6112,0.0
GATS3c,0,6112,0.0
MATS4are,0,6112,0.0
MATS3are,0,6112,0.0
MATS2are,0,6112,0.0
MATS1are,0,6112,0.0
MATS5pe,0,6112,0.0
MATS4pe,0,6112,0.0
MATS3pe,0,6112,0.0
MATS2pe,0,6112,0.0
MATS1pe,0,6112,0.0
MATS5se,0,6112,0.0
GATS2c,0,6112,0.0
GATS4c,0,6112,0.0
GATS3m,0,6112,0.0
GATS2s,0,6112,0.0
GATS2m,0,6112,0.0
GATS1m,0,6112,0.0
GATS5Z,0,6112,0.0
GATS4Z,0,6112,0.0
GATS3Z,0,6112,0.0
GATS2Z,0,6112,0.0
GATS1Z,0,6112,0.0
GATS5s,0,6112,0.0
GATS4s,0,6112,0.0
GATS3s,0,6112,0.0
GATS1s,0,6112,0.0
GATS5c,0,6112,0.0
GATS5d,0,6112,0.0
GATS4d,0,6112,0.0
GATS3d,0,6112,0.0
GATS2d,0,6112,0.0
GATS1d,0,6112,0.0
GATS5dv,0,6112,0.0
GATS4dv,0,6112,0.0
GATS3dv,0,6112,0.0
GATS2dv,0,6112,0.0
GATS1dv,0,6112,0.0
BCUTare_1l,0,6112,0.0
BCUTp_1l,0,6112,0.0
VE1_Dzi,0,6112,0.0
VE3_Dzpe,0,6112,0.0
SM1_Dzare,0,6112,0.0
LogEE_Dzare,0,6112,0.0
SpMAD_Dzare,0,6112,0.0
SpAD_Dzare,0,6112,0.0
SpDiam_Dzare,0,6112,0.0
SpMax_Dzare,0,6112,0.0
SpAbs_Dzare,0,6112,0.0
VR3_Dzpe,0,6112,0.0
VR2_Dzpe,0,6112,0.0
VR1_Dzpe,0,6112,0.0
VE2_Dzpe,0,6112,0.0
VE2_Dzare,0,6112,0.0
VE1_Dzpe,0,6112,0.0
SM1_Dzpe,0,6112,0.0
LogEE_Dzpe,0,6112,0.0
SpMAD_Dzpe,0,6112,0.0
SpAD_Dzpe,0,6112,0.0
SpDiam_Dzpe,0,6112,0.0
SpMax_Dzpe,0,6112,0.0
SpAbs_Dzpe,0,6112,0.0
VR3_Dzse,0,6112,0.0
VR2_Dzse,0,6112,0.0
VE1_Dzare,0,6112,0.0
VE3_Dzare,0,6112,0.0
VE3_Dzse,0,6112,0.0
VE3_Dzp,0,6112,0.0
SM1_Dzi,0,6112,0.0
LogEE_Dzi,0,6112,0.0
SpMAD_Dzi,0,6112,0.0
SpAD_Dzi,0,6112,0.0
SpDiam_Dzi,0,6112,0.0
SpMax_Dzi,0,6112,0.0
SpAbs_Dzi,0,6112,0.0
VR3_Dzp,0,6112,0.0
VR2_Dzp,0,6112,0.0
VR1_Dzp,0,6112,0.0
VE2_Dzp,0,6112,0.0
VR1_Dzare,0,6112,0.0
